prb_id,probe_src,dst_addr,hop,hop_from,hop_to,rtt
1005729,220.153.210.199,20.157.222.42,16,213.140.36.3,213.140.50.187,367.753
1005729,220.153.210.199,20.157.222.42,17,213.140.50.187,104.44.235.64,406.969
1005729,220.153.210.199,20.157.222.42,18,104.44.235.64,104.44.34.12,360.701
1005729,220.153.210.199,20.157.222.42,19,104.44.34.12,104.44.16.196,363.471
1005729,220.153.210.199,20.157.222.42,20,104.44.16.196,51.10.37.111,362.637
1005729,220.153.210.199,20.157.222.42,21,51.10.37.111,51.10.8.86,360.45
1005729,220.153.210.199,20.157.222.42,22,51.10.8.86,*,
1005729,220.153.210.199,20.157.222.42,23,51.10.8.86,*,
1005729,220.153.210.199,20.157.222.42,24,51.10.8.86,*,
1005729,220.153.210.199,20.157.222.42,25,51.10.8.86,*,
1005729,220.153.210.199,20.157.222.42,26,51.10.8.86,20.157.222.42,361.301
1010134,62.115.169.253,20.157.222.42,1,62.115.169.253,192.168.178.1,0.054
1010134,62.115.169.253,20.157.222.42,2,192.168.178.1,62.115.169.249,1.011
1010134,62.115.169.253,20.157.222.42,3,62.115.169.249,62.115.114.46,4.35
1010134,62.115.169.253,20.157.222.42,4,62.115.114.46,62.115.136.213,4.552
1010134,62.115.169.253,20.157.222.42,5,62.115.136.213,62.115.37.19,4.606
1010134,62.115.169.253,20.157.222.42,6,62.115.37.19,176.52.248.125,208.646
1010134,62.115.169.253,20.157.222.42,7,176.52.248.125,213.140.36.236,207.894
1010134,62.115.169.253,20.157.222.42,8,213.140.36.236,94.142.99.162,205.882
1010134,62.115.169.253,20.157.222.42,9,94.142.99.162,213.140.36.3,208.061
1010134,62.115.169.253,20.157.222.42,10,213.140.36.3,213.140.50.187,208.143
1010134,62.115.169.253,20.157.222.42,11,213.140.50.187,104.44.54.114,208.216
1010134,62.115.169.253,20.157.222.42,12,104.44.54.114,104.44.34.24,208.036
1010134,62.115.169.253,20.157.222.42,13,104.44.34.24,51.10.37.61,210.148
1010134,62.115.169.253,20.157.222.42,14,51.10.37.61,51.10.8.152,209.136
1010134,62.115.169.253,20.157.222.42,15,51.10.8.152,*,
1010134,62.115.169.253,20.157.222.42,16,51.10.8.152,*,
1010134,62.115.169.253,20.157.222.42,17,51.10.8.152,*,
1010134,62.115.169.253,20.157.222.42,18,51.10.8.152,*,
1010134,62.115.169.253,20.157.222.42,19,51.10.8.152,20.157.222.42,209.291
1013857,44.240.253.236,20.157.222.42,1,44.240.253.236,10.42.0.1,0.139
1013857,44.240.253.236,20.157.222.42,2,10.42.0.1,172.31.36.105,1.427
1013857,44.240.253.236,20.157.222.42,3,172.31.36.105,242.6.133.7,7.206
1013857,44.240.253.236,20.157.222.42,4,242.6.133.7,*,
1013857,44.240.253.236,20.157.222.42,5,242.6.133.7,213.248.97.164,28.039
1013857,44.240.253.236,20.157.222.42,6,213.248.97.164,62.115.126.173,10.438
1013857,44.240.253.236,20.157.222.42,7,62.115.126.173,62.115.141.82,23.897
1013857,44.240.253.236,20.157.222.42,8,62.115.141.82,62.115.137.207,29.832
1013857,44.240.253.236,20.157.222.42,9,62.115.137.207,62.115.140.247,59.632
1013857,44.240.253.236,20.157.222.42,10,62.115.140.247,62.115.138.64,109.702
1013857,44.240.253.236,20.157.222.42,11,62.115.138.64,94.142.107.190,59.857
1013857,44.240.253.236,20.157.222.42,12,94.142.107.190,213.140.35.119,93.073
1013857,44.240.253.236,20.157.222.42,13,213.140.35.119,5.53.3.142,198.744
1013857,44.240.253.236,20.157.222.42,14,5.53.3.142,84.16.12.143,200.202
1013857,44.240.253.236,20.157.222.42,15,84.16.12.143,213.140.50.187,205.687
1013857,44.240.253.236,20.157.222.42,16,213.140.50.187,104.44.54.114,193.065
1013857,44.240.253.236,20.157.222.42,17,104.44.54.114,104.44.34.24,198.823
1013857,44.240.253.236,20.157.222.42,18,104.44.34.24,51.10.37.61,198.874
1013857,44.240.253.236,20.157.222.42,19,51.10.37.61,51.10.8.136,198.723
1013857,44.240.253.236,20.157.222.42,20,51.10.8.136,*,
1013857,44.240.253.236,20.157.222.42,21,51.10.8.136,*,
1013857,44.240.253.236,20.157.222.42,22,51.10.8.136,*,
1013857,44.240.253.236,20.157.222.42,23,51.10.8.136,*,
1013857,44.240.253.236,20.157.222.42,24,51.10.8.136,20.157.222.42,198.902
12363,115.70.50.185,20.157.222.42,1,115.70.50.185,172.31.255.1,0.429
12363,115.70.50.185,20.157.222.42,2,172.31.255.1,100.83.184.1,8.377
12363,115.70.50.185,20.157.222.42,3,100.83.184.1,20.157.222.42,313.412
29321,185.150.99.10,20.157.222.42,1,185.150.99.10,10.4.128.1,0.603
29321,185.150.99.10,20.157.222.42,2,10.4.128.1,10.0.0.5,18.771
29321,185.150.99.10,20.157.222.42,3,10.0.0.5,172.31.0.65,17.887
29321,185.150.99.10,20.157.222.42,4,172.31.0.65,31.209.93.232,17.14
29321,185.150.99.10,20.157.222.42,5,31.209.93.232,185.146.230.116,17.734
29321,185.150.99.10,20.157.222.42,6,185.146.230.116,185.146.230.251,22.938
29321,185.150.99.10,20.157.222.42,7,185.146.230.251,*,
29321,185.150.99.10,20.157.222.42,8,185.146.230.251,171.75.10.131,23.051
29321,185.150.99.10,20.157.222.42,9,171.75.10.131,94.142.107.220,26.303
29321,185.150.99.10,20.157.222.42,10,94.142.107.220,176.52.248.125,218.033
29321,185.150.99.10,20.157.222.42,11,176.52.248.125,213.140.36.233,111.292
29321,185.150.99.10,20.157.222.42,12,213.140.36.233,94.142.99.176,217.621
29321,185.150.99.10,20.157.222.42,13,94.142.99.176,213.140.36.3,219.839
29321,185.150.99.10,20.157.222.42,14,213.140.36.3,213.140.50.187,226.321
29321,185.150.99.10,20.157.222.42,15,213.140.50.187,104.44.54.114,208.729
29321,185.150.99.10,20.157.222.42,16,104.44.54.114,104.44.34.24,212.055
29321,185.150.99.10,20.157.222.42,17,104.44.34.24,51.10.37.63,211.174
29321,185.150.99.10,20.157.222.42,18,51.10.37.63,51.10.8.84,212.373
29321,185.150.99.10,20.157.222.42,19,51.10.8.84,*,
29321,185.150.99.10,20.157.222.42,20,51.10.8.84,*,
29321,185.150.99.10,20.157.222.42,21,51.10.8.84,*,
29321,185.150.99.10,20.157.222.42,22,51.10.8.84,*,
29321,185.150.99.10,20.157.222.42,23,51.10.8.84,20.157.222.42,210.001
29752,84.226.105.27,20.157.222.42,1,84.226.105.27,10.10.40.254,0.36
29752,84.226.105.27,20.157.222.42,2,10.10.40.254,192.168.1.1,1.141
29752,84.226.105.27,20.157.222.42,3,192.168.1.1,31.164.124.1,6.296
29752,84.226.105.27,20.157.222.42,4,31.164.124.1,212.161.252.102,9.077
29752,84.226.105.27,20.157.222.42,5,212.161.252.102,212.161.149.206,7.711
29752,84.226.105.27,20.157.222.42,6,212.161.149.206,212.161.149.24,8.327
29752,84.226.105.27,20.157.222.42,7,212.161.149.24,212.161.149.25,8.817
29752,84.226.105.27,20.157.222.42,8,212.161.149.25,*,
29752,84.226.105.27,20.157.222.42,9,212.161.149.25,84.116.132.146,10.73
29752,84.226.105.27,20.157.222.42,10,84.116.132.146,*,
29752,84.226.105.27,20.157.222.42,11,84.116.132.146,176.52.248.125,211.572
29752,84.226.105.27,20.157.222.42,12,176.52.248.125,213.140.36.236,215.622
29752,84.226.105.27,20.157.222.42,13,213.140.36.236,94.142.99.162,216.382
29752,84.226.105.27,20.157.222.42,14,94.142.99.162,*,
29752,84.226.105.27,20.157.222.42,15,94.142.99.162,213.140.50.187,210.58
29752,84.226.105.27,20.157.222.42,16,213.140.50.187,104.44.54.114,211.655
29752,84.226.105.27,20.157.222.42,17,104.44.54.114,104.44.34.24,203.985
29752,84.226.105.27,20.157.222.42,18,104.44.34.24,51.10.37.63,205.131
29752,84.226.105.27,20.157.222.42,19,51.10.37.63,51.10.8.84,203.595
29752,84.226.105.27,20.157.222.42,20,51.10.8.84,*,
29752,84.226.105.27,20.157.222.42,21,51.10.8.84,*,
29752,84.226.105.27,20.157.222.42,22,51.10.8.84,*,
29752,84.226.105.27,20.157.222.42,23,51.10.8.84,*,
29752,84.226.105.27,20.157.222.42,24,51.10.8.84,20.157.222.42,204.835
53360,106.51.109.72,,,106.51.109.72,*,
53378,217.85.238.118,20.157.222.42,1,217.85.238.118,192.168.179.1,1.281
53378,217.85.238.118,20.157.222.42,2,192.168.179.1,62.155.246.229,6.722
53378,217.85.238.118,20.157.222.42,3,62.155.246.229,217.5.118.250,9.114
53378,217.85.238.118,20.157.222.42,4,217.5.118.250,62.157.250.199,7.977
53378,217.85.238.118,20.157.222.42,5,62.157.250.199,213.140.38.249,17.037
53378,217.85.238.118,20.157.222.42,6,213.140.38.249,*,
53378,217.85.238.118,20.157.222.42,7,213.140.38.249,94.142.99.160,223.336
53378,217.85.238.118,20.157.222.42,8,94.142.99.160,84.16.12.143,220.521
53378,217.85.238.118,20.157.222.42,9,84.16.12.143,213.140.50.187,222.711
53378,217.85.238.118,20.157.222.42,10,213.140.50.187,104.44.54.114,220.256
53378,217.85.238.118,20.157.222.42,11,104.44.54.114,104.44.34.16,213.309
53378,217.85.238.118,20.157.222.42,12,104.44.34.16,51.10.34.9,211.511
53378,217.85.238.118,20.157.222.42,13,51.10.34.9,51.10.8.138,210.619
53378,217.85.238.118,20.157.222.42,14,51.10.8.138,*,
53378,217.85.238.118,20.157.222.42,15,51.10.8.138,*,
53378,217.85.238.118,20.157.222.42,16,51.10.8.138,*,
53378,217.85.238.118,20.157.222.42,17,51.10.8.138,*,
53378,217.85.238.118,20.157.222.42,18,51.10.8.138,20.157.222.42,214.083
65993,62.63.3.254,20.157.222.42,1,62.63.3.254,62.63.3.241,0.926
65993,62.63.3.254,20.157.222.42,2,62.63.3.241,195.0.190.157,1.51
65993,62.63.3.254,20.157.222.42,3,195.0.190.157,193.75.2.160,1.496
65993,62.63.3.254,20.157.222.42,4,193.75.2.160,195.0.241.34,2.562
65993,62.63.3.254,20.157.222.42,5,195.0.241.34,195.0.240.164,24.28
65993,62.63.3.254,20.157.222.42,6,195.0.240.164,193.90.113.18,24.385
65993,62.63.3.254,20.157.222.42,7,193.90.113.18,193.90.113.16,24.22
65993,62.63.3.254,20.157.222.42,8,193.90.113.16,193.75.2.49,24.404
65993,62.63.3.254,20.157.222.42,9,193.75.2.49,62.115.43.72,24.242
65993,62.63.3.254,20.157.222.42,10,62.115.43.72,62.115.112.84,36.081
65993,62.63.3.254,20.157.222.42,11,62.115.112.84,62.115.123.76,42.397
65993,62.63.3.254,20.157.222.42,12,62.115.123.76,62.115.136.213,42.577
65993,62.63.3.254,20.157.222.42,13,62.115.136.213,62.115.37.19,42.645
65993,62.63.3.254,20.157.222.42,14,62.115.37.19,213.140.38.95,52.246
65993,62.63.3.254,20.157.222.42,15,213.140.38.95,213.140.43.190,152.848
65993,62.63.3.254,20.157.222.42,16,213.140.43.190,94.142.99.176,251.763
65993,62.63.3.254,20.157.222.42,17,94.142.99.176,213.140.36.3,253.427
65993,62.63.3.254,20.157.222.42,18,213.140.36.3,213.140.50.187,247.436
65993,62.63.3.254,20.157.222.42,19,213.140.50.187,104.44.235.64,243.137
65993,62.63.3.254,20.157.222.42,20,104.44.235.64,104.44.34.20,226.536
65993,62.63.3.254,20.157.222.42,21,104.44.34.20,51.10.5.204,227.249
65993,62.63.3.254,20.157.222.42,22,51.10.5.204,51.10.8.130,226.069
65993,62.63.3.254,20.157.222.42,23,51.10.8.130,*,
65993,62.63.3.254,20.157.222.42,24,51.10.8.130,*,
65993,62.63.3.254,20.157.222.42,25,51.10.8.130,*,
65993,62.63.3.254,20.157.222.42,26,51.10.8.130,*,
65993,62.63.3.254,20.157.222.42,27,51.10.8.130,20.157.222.42,225.814
